Station ID;Observer ID;Serial Number;Date;Time;ObsG;Dial;Feedback Correction;Earthtide Correction;Level Correction;Temperature Correction;Beam Error;Height;Elevation;Latitude;Longitude;Elapsed Time;Standard Deviation;Temperature Frequency;Note;Gradient
3RDB;pablo;B-28;2024/04/02;09:04:51;-0,008;2495;-0,017;-0,029;0;0,038;0,001;25,2;2224,2171;28,23467194;-16,6298307;67;0,0057;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:05:08;-0,015;2495;-0,024;-0,029;0;0,038;-0,0012;25,2;2224,2171;28,23467194;-16,6298307;84;0,0079;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:06:31;-0,014;2495;-0,024;-0,029;0;0,038;0,0001;25,2;2224,2171;28,23467194;-16,6298307;167;0,0077;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:07:11;-0,013;2495;-0,022;-0,029;0;0,038;0,0007;25,2;2224,2171;28,23467194;-16,6298307;207;0,0044;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:07:30;-0,015;2495;-0,024;-0,029;0;0,038;-0,0002;25,2;2224,2171;28,23467194;-16,6298307;226;0,0052;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:07:47;-0,014;2495;-0,023;-0,029;0;0,038;-0,0001;25,2;2224,2171;28,23467194;-16,6298307;243;0,0041;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:08:15;-0,014;2495;-0,023;-0,029;0;0,038;0,0001;25,2;2224,2171;28,23467194;-16,6298307;271;0,0046;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:08:38;-0,016;2495;-0,025;-0,029;0;0,038;-0,0007;25,2;2224,2171;28,23467194;-16,6298307;294;0,0048;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;09:09:13;-0,015;2495;-0,024;-0,029;0;0,038;-0,0001;25,2;2224,2171;28,23467194;-16,6298307;329;0,0035;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:54:05;-0,03;2462;-0,04;-0,028;0;0,038;0,0006;26,9;2334,4456;28,29209641;-16,53970616;69;0,009;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:54:40;-0,029;2462;-0,039;-0,028;0;0,038;0,0008;26,9;2334,4456;28,29209641;-16,53970616;104;0,0056;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:55:46;-0,031;2462;-0,041;-0,028;0;0,038;-0,0005;26,9;2334,4456;28,29209641;-16,53970616;170;0,0068;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:56:04;-0,039;2462;-0,049;-0,028;0;0,038;0,0002;26,9;2334,4456;28,29209641;-16,53970616;188;0,0087;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:56:32;-0,038;2462;-0,047;-0,028;0;0,038;0,0002;26,9;2334,4456;28,29209641;-16,53970616;216;0,0121;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:56:49;-0,044;2462;-0,054;-0,028;0;0,038;-0,0006;26,9;2334,4456;28,29209641;-16,53970616;233;0,0103;0;No notes.;3,086
LM001;pablo;B-28;2024/04/02;11:57:08;-0,046;2462;-0,055;-0,028;0;0,038;-0,0002;26,9;2334,4456;28,29209641;-16,53970616;252;0,0076;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:41:18;-0,085;2459;-0,098;-0,025;0;0,038;0,0004;27,6;2349,5782;28,28821323;-16,53995801;75;0,0043;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:41:53;-0,092;2459;-0,104;-0,025;0;0,038;-0,0012;27,6;2349,5782;28,28821323;-16,53995801;110;0,0032;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:42:14;-0,106;2459;-0,118;-0,025;0;0,038;-0,0016;27,6;2349,5782;28,28821323;-16,53995801;131;0,0044;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:42:34;-0,113;2459;-0,125;-0,025;0;0,038;-0,001;27,6;2349,5782;28,28821323;-16,53995801;151;0,0042;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:42:52;-0,118;2459;-0,131;-0,025;0;0,038;-0,0009;27,6;2349,5782;28,28821323;-16,53995801;169;0,0053;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:43:12;-0,118;2459;-0,13;-0,025;0;0,038;-0,0002;27,6;2349,5782;28,28821323;-16,53995801;189;0,0079;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:43:29;-0,122;2459;-0,135;-0,025;0;0,038;0,0003;27,6;2349,5782;28,28821323;-16,53995801;206;0,0025;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:43:48;-0,127;2459;-0,14;-0,025;0;0,038;-0,0013;27,6;2349,5782;28,28821323;-16,53995801;225;0,0058;0;No notes.;3,086
LM002;pablo;B-28;2024/04/02;12:44:20;-0,129;2459;-0,142;-0,025;0;0,038;-0,0004;27,6;2349,5782;28,28821323;-16,53995801;257;0,0064;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:33:23;-0,147;2462;-0,167;-0,018;0;0,038;0,0015;27,3;2336,9749;28,28938782;-16,54212119;66;0,0039;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:33:41;-0,145;2462;-0,165;-0,018;0;0,038;-0,0004;27,3;2336,9749;28,28938782;-16,54212119;84;0,0046;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:34:04;-0,146;2462;-0,166;-0,018;0;0,038;-0,0005;27,3;2336,9749;28,28938782;-16,54212119;107;0,0044;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:34:21;-0,144;2462;-0,164;-0,018;0;0,038;0,0009;27,3;2336,9749;28,28938782;-16,54212119;124;0,008;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:34:53;-0,141;2462;-0,161;-0,018;0;0,038;-0,001;27,3;2336,9749;28,28938782;-16,54212119;156;0,0059;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:35:24;-0,141;2462;-0,161;-0,018;0;0,038;0,0003;27,3;2336,9749;28,28938782;-16,54212119;187;0,0055;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:35:41;-0,137;2462;-0,157;-0,018;0;0,038;-0,0008;27,3;2336,9749;28,28938782;-16,54212119;204;0,0046;0;No notes.;3,086
LM003;pablo;B-28;2024/04/02;13:35:57;-0,139;2462;-0,159;-0,018;0;0,038;-0,0001;27,3;2336,9749;28,28938782;-16,54212119;220;0,0039;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:23:51;-0,166;2463;-0,197;-0,007;0;0,038;0,0005;26,7;2334,4915;28,28943726;-16,54642737;76;0,004;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:24:10;-0,166;2463;-0,197;-0,007;0;0,038;0,0006;26,7;2334,4915;28,28943726;-16,54642737;95;0,0027;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:24:37;-0,168;2463;-0,199;-0,006;0;0,038;-0,0006;26,7;2334,4915;28,28943726;-16,54642737;122;0,0033;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:24:54;-0,177;2463;-0,208;-0,006;0;0,038;-0,0015;26,7;2334,4915;28,28943726;-16,54642737;139;0,0026;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:25:22;-0,182;2463;-0,213;-0,006;0;0,038;-0,0009;26,7;2334,4915;28,28943726;-16,54642737;167;0,0041;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:26:08;-0,187;2463;-0,219;-0,006;0;0,038;0,0003;26,7;2334,4915;28,28943726;-16,54642737;213;0,0064;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:26:33;-0,186;2463;-0,218;-0,006;0;0,038;-0,0002;26,7;2334,4915;28,28943726;-16,54642737;238;0,0035;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:27:09;-0,186;2463;-0,218;-0,006;0;0,038;0,001;26,7;2334,4915;28,28943726;-16,54642737;274;0,005;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:27:45;-0,183;2463;-0,215;-0,006;0;0,038;0,0007;26,7;2334,4915;28,28943726;-16,54642737;310;0,004;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:28:20;-0,181;2463;-0,213;-0,005;0;0,038;-0,0001;26,7;2334,4915;28,28943726;-16,54642737;345;0,0049;0;No notes.;3,086
LM005;pablo;B-28;2024/04/02;14:29:31;-0,168;2463;-0,201;-0,005;0;0,038;0,0007;26,7;2334,4915;28,28943726;-16,54642737;416;0,0036;0;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:23:12;0,025;2454;-0,024;0,012;0;0,036;0,0011;27,1;2360,8992;28,28712044;-16,53803066;76;0,0043;5;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:23:35;0,027;2454;-0,022;0,013;0;0,036;0,0003;27,1;2360,8992;28,28712044;-16,53803066;99;0,0085;6;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:23:54;0,026;2454;-0,022;0,013;0;0,036;-0,0001;27,1;2360,8992;28,28712044;-16,53803066;118;0,0029;6;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:24:11;0,026;2454;-0,022;0,013;0;0,035;0,0002;27,1;2360,8992;28,28712044;-16,53803066;135;0,0046;7;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:24:32;0,025;2454;-0,023;0,013;0;0,035;-0,0002;27,1;2360,8992;28,28712044;-16,53803066;156;0,0042;8;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:25:12;0,025;2454;-0,023;0,013;0;0,035;-0,0003;27,1;2360,8992;28,28712044;-16,53803066;196;0,0055;9;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:25:29;0,026;2454;-0,023;0,013;0;0,035;-0,0002;27,1;2360,8992;28,28712044;-16,53803066;213;0,0049;8;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:25:45;0,026;2454;-0,022;0,013;0;0,035;0,0002;27,1;2360,8992;28,28712044;-16,53803066;229;0,0026;9;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:26:03;0,027;2454;-0,021;0,014;0;0,035;0,0001;27,1;2360,8992;28,28712044;-16,53803066;247;0,0024;9;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:26:24;0,027;2454;-0,021;0,014;0;0,035;-0,0003;27,1;2360,8992;28,28712044;-16,53803066;268;0,0046;9;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:27:04;0,027;2454;-0,021;0,014;0;0,034;0,0001;27,1;2360,8992;28,28712044;-16,53803066;308;0,0057;10;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:27:22;0,027;2454;-0,021;0,014;0;0,034;0,0002;27,1;2360,8992;28,28712044;-16,53803066;326;0,0059;10;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:27:39;0,026;2454;-0,022;0,014;0;0,034;0;27,1;2360,8992;28,28712044;-16,53803066;343;0,0037;11;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:28:01;0,026;2454;-0,022;0,014;0;0,034;0,0002;27,1;2360,8992;28,28712044;-16,53803066;365;0,0032;11;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:28:19;0,026;2454;-0,023;0,014;0;0,033;-0,0001;27,1;2360,8992;28,28712044;-16,53803066;383;0,004;12;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:28:47;0,025;2454;-0,023;0,015;0;0,034;-0,0001;27,1;2360,8992;28,28712044;-16,53803066;411;0,0037;11;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:29:03;0,024;2454;-0,025;0,015;0;0,034;-0,0003;27,1;2360,8992;28,28712044;-16,53803066;427;0,0037;10;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:29:20;0,023;2454;-0,026;0,015;0;0,033;-0,0002;27,1;2360,8992;28,28712044;-16,53803066;444;0,0017;12;No notes.;3,086
LM006;pablo;B-28;2024/04/02;15:29:41;0,024;2454;-0,024;0,015;0;0,033;0,0003;27,1;2360,8992;28,28712044;-16,53803066;465;0,0048;12;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:24:26;0,041;2495;-0,034;0,037;0;0,038;0,0007;25,3;2224,2171;28,23467194;-16,6298307;69;0,0045;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:24:42;0,041;2495;-0,034;0,037;0;0,038;-0,0002;25,3;2224,2171;28,23467194;-16,6298307;85;0,0019;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:25:00;0,041;2495;-0,034;0,037;0;0,038;0,0001;25,3;2224,2171;28,23467194;-16,6298307;103;0,0046;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:25:24;0,042;2495;-0,034;0,037;0;0,038;0,0003;25,3;2224,2171;28,23467194;-16,6298307;127;0,0032;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:26:05;0,042;2495;-0,033;0,037;0;0,038;0,0005;25,3;2224,2171;28,23467194;-16,6298307;168;0,0022;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:26:30;0,043;2495;-0,033;0,038;0;0,038;0,0002;25,3;2224,2171;28,23467194;-16,6298307;193;0,004;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:26:59;0,04;2495;-0,035;0,038;0;0,038;-0,0003;25,3;2224,2171;28,23467194;-16,6298307;222;0,0032;0;No notes.;3,086
3RDB;pablo;B-28;2024/04/02;16:27:19;0,041;2495;-0,035;0,038;0;0,038;0,0004;25,3;2224,2171;28,23467194;-16,6298307;242;0,0028;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:27:09;0,043;2522;-0,059;0,065;0;0,038;0,0007;24,8;1946,8109;28,37399983;-16,46387039;67;0,0035;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:27:28;0,043;2522;-0,06;0,065;0;0,038;-0,0002;24,8;1946,8109;28,37399983;-16,46387039;86;0,0036;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:27:45;0,042;2522;-0,061;0,065;0;0,038;-0,0012;24,8;1946,8109;28,37399983;-16,46387039;103;0,0047;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:28:22;0,039;2522;-0,064;0,065;0;0,038;0,0008;24,8;1946,8109;28,37399983;-16,46387039;140;0,0035;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:28:48;0,044;2522;-0,059;0,065;0;0,038;0,0016;24,8;1946,8109;28,37399983;-16,46387039;166;0,0056;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:29:13;0,043;2522;-0,06;0,065;0;0,038;-0,0005;24,8;1946,8109;28,37399983;-16,46387039;191;0,0025;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:29:59;0,041;2522;-0,062;0,066;0;0,038;0,0004;24,8;1946,8109;28,37399983;-16,46387039;237;0,0035;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:30:29;0,045;2522;-0,059;0,066;0;0,038;0,001;24,8;1946,8109;28,37399983;-16,46387039;267;0,0079;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:30:51;0,046;2522;-0,057;0,066;0;0,038;0,0002;24,8;1946,8109;28,37399983;-16,46387039;289;0,0049;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:31:16;0,046;2522;-0,058;0,066;0;0,038;-0,0001;24,8;1946,8109;28,37399983;-16,46387039;314;0,0072;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:32:07;0,047;2522;-0,057;0,066;0;0,038;0,0005;24,8;1946,8109;28,37399983;-16,46387039;365;0,004;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:32:31;0,04;2522;-0,064;0,067;0;0,038;0,0002;24,8;1946,8109;28,37399983;-16,46387039;389;0,004;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:32:54;0,04;2522;-0,065;0,067;0;0,038;0;24,8;1946,8109;28,37399983;-16,46387039;412;0,0061;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:34:49;0,04;2522;-0,065;0,067;0;0,038;0,0002;24,8;1946,8109;28,37399983;-16,46387039;527;0,0047;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:35:40;0,043;2522;-0,062;0,068;0;0,038;-0,0002;24,8;1946,8109;28,37399983;-16,46387039;578;0,0061;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:36:23;0,046;2522;-0,06;0,068;0;0,038;0,0001;24,8;1946,8109;28,37399983;-16,46387039;621;0,0046;0;No notes.;3,086
CHIP;pablo;B-28;2024/04/02;17:37:10;0,046;2522;-0,061;0,069;0;0,038;-0,0004;24,8;1946,8109;28,37399983;-16,46387039;668;0,0046;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:29:35;0,811;2834;0,753;0,02;0;0,038;-0,0052;24,2;607,7105;28,4795576;-16,32038175;115;0,0094;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:30:15;0,818;2834;0,759;0,021;0;0,038;0;24,2;607,7105;28,4795576;-16,32038175;155;0,004;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:30:36;0,816;2834;0,756;0,022;0;0,038;-0,0005;24,2;607,7105;28,4795576;-16,32038175;176;0,0033;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:30:53;0,815;2834;0,755;0,022;0;0,038;-0,0004;24,2;607,7105;28,4795576;-16,32038175;193;0,003;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:31:50;0,815;2834;0,756;0,022;0;0,038;0,0003;24,2;607,7105;28,4795576;-16,32038175;250;0,0035;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:32:09;0,815;2834;0,755;0,022;0;0,038;0;24,2;607,7105;28,4795576;-16,32038175;269;0,0035;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:32:27;0,814;2834;0,754;0,023;0;0,038;-0,0003;24,2;607,7105;28,4795576;-16,32038175;287;0,0052;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:32:48;0,816;2834;0,755;0,023;0;0,038;0,0002;24,2;607,7105;28,4795576;-16,32038175;308;0,0031;0;No notes.;3,086
IPNA_out;pablo;B-28;2024/04/03;17:33:29;0,815;2834;0,754;0,023;0;0,038;0,0001;24,2;607,7105;28,4795576;-16,32038175;349;0,0029;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:31:34;0,737;2484;0,73;-0,031;0;0,038;-0,0052;29,8;2222,5816;28,28097303;-16,51485468;58;0,0085;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:32:04;0,74;2484;0,733;-0,031;0;0,038;-0,001;29,8;2222,5816;28,28097303;-16,51485468;88;0,0023;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:32:32;0,741;2484;0,734;-0,031;0;0,038;-0,0001;29,8;2222,5816;28,28097303;-16,51485468;116;0,0031;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:32:49;0,74;2484;0,733;-0,031;0;0,038;-0,0001;29,8;2222,5816;28,28097303;-16,51485468;133;0,002;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:33:11;0,742;2484;0,735;-0,031;0;0,038;0,001;29,8;2222,5816;28,28097303;-16,51485468;155;0,0033;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:33:31;0,744;2484;0,738;-0,031;0;0,038;0,0004;29,8;2222,5816;28,28097303;-16,51485468;175;0,0037;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:33:58;0,744;2484;0,737;-0,032;0;0,038;-0,0001;29,8;2222,5816;28,28097303;-16,51485468;202;0,003;0;No notes.;3,086
FA00;pablo;B-28;2024/05/03;14:34:17;0,744;2484;0,738;-0,032;0;0,038;-0,0001;29,8;2222,5816;28,28097303;-16,51485468;221;0,0045;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;14:58:31;-0,029;2485;-0,027;-0,039;0;0,038;0,0015;26,8;2222,7936;28,28096989;-16,51502158;67;0,0058;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;14:58:58;-0,022;2485;-0,02;-0,039;0;0,038;0,0007;26,8;2222,7936;28,28096989;-16,51502158;94;0,0024;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;14:59:29;-0,025;2485;-0,023;-0,039;0;0,038;-0,0003;26,8;2222,7936;28,28096989;-16,51502158;125;0,0019;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;14:59:45;-0,029;2485;-0,027;-0,039;0;0,038;-0,0002;26,8;2222,7936;28,28096989;-16,51502158;141;0,0037;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;15:00:01;-0,028;2485;-0,027;-0,04;0;0,038;0,0005;26,8;2222,7936;28,28096989;-16,51502158;157;0,0031;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;15:00:18;-0,028;2485;-0,027;-0,04;0;0,038;-0,0001;26,8;2222,7936;28,28096989;-16,51502158;174;0,0038;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;15:00:51;-0,032;2485;-0,03;-0,04;0;0,038;-0,001;26,8;2222,7936;28,28096989;-16,51502158;207;0,0041;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;15:02:04;-0,035;2485;-0,033;-0,04;0;0,038;-0,0004;26,8;2222,7936;28,28096989;-16,51502158;280;0,0035;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;15:03:42;-0,034;2485;-0,032;-0,04;0;0,038;-0,0011;26,8;2222,7936;28,28096989;-16,51502158;378;0,0086;0;No notes.;3,086
FA01;pablo;B-28;2024/05/03;15:04:22;-0,029;2485;-0,027;-0,041;0;0,038;0;26,8;2222,7936;28,28096989;-16,51502158;418;0,0065;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:21:43;-0,021;2485;-0,015;-0,044;0;0,038;-0,0014;26,2;2223,4224;28,28106794;-16,51519414;112;0,0029;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:22:21;-0,021;2485;-0,015;-0,044;0;0,038;0,0002;26,2;2223,4224;28,28106794;-16,51519414;150;0,0017;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:22:36;-0,02;2485;-0,014;-0,044;0;0,038;0;26,2;2223,4224;28,28106794;-16,51519414;165;0,0026;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:23:01;-0,02;2485;-0,014;-0,044;0;0,038;0,0001;26,2;2223,4224;28,28106794;-16,51519414;190;0,0032;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:23:42;-0,019;2485;-0,013;-0,044;0;0,038;0,0003;26,2;2223,4224;28,28106794;-16,51519414;231;0,0043;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:24:12;-0,018;2485;-0,012;-0,044;0;0,038;0;26,2;2223,4224;28,28106794;-16,51519414;261;0,0031;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:24:30;-0,018;2485;-0,011;-0,044;0;0,038;0,0001;26,2;2223,4224;28,28106794;-16,51519414;279;0,0028;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:24:49;-0,02;2485;-0,013;-0,044;0;0,038;-0,0003;26,2;2223,4224;28,28106794;-16,51519414;298;0,0027;0;No notes.;3,086
FA02;pablo;B-28;2024/05/03;15:25:07;-0,019;2485;-0,012;-0,044;0;0,038;0,0001;26,2;2223,4224;28,28106794;-16,51519414;316;0,0026;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:38:47;-0,038;2485;-0,03;-0,046;0;0,038;0,0011;26,6;2223,8848;28,28112094;-16,51530849;69;0,0032;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:39:21;-0,038;2485;-0,03;-0,046;0;0,038;-0,0001;26,6;2223,8848;28,28112094;-16,51530849;103;0,0023;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:40:12;-0,037;2485;-0,029;-0,046;0;0,038;-0,0001;26,6;2223,8848;28,28112094;-16,51530849;154;0,0025;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:40:44;-0,036;2485;-0,028;-0,046;0;0,038;-0,0001;26,6;2223,8848;28,28112094;-16,51530849;186;0,0028;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:41:12;-0,037;2485;-0,029;-0,046;0;0,038;0;26,6;2223,8848;28,28112094;-16,51530849;214;0,0029;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:41:42;-0,037;2485;-0,029;-0,046;0;0,038;0,0001;26,6;2223,8848;28,28112094;-16,51530849;244;0,0026;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:42:11;-0,037;2485;-0,029;-0,046;0;0,038;-0,0001;26,6;2223,8848;28,28112094;-16,51530849;273;0,0023;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:42:41;-0,035;2485;-0,027;-0,046;0;0,038;0,0001;26,6;2223,8848;28,28112094;-16,51530849;303;0,0026;0;No notes.;3,086
FA03;pablo;B-28;2024/05/03;15:42:59;-0,035;2485;-0,027;-0,046;0;0,038;0;26,6;2223,8848;28,28112094;-16,51530849;321;0,004;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:54:48;-0,055;2485;-0,047;-0,046;0;0,038;0,0004;25;2225,1617;28,28119048;-16,51546059;80;0,003;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:55:11;-0,055;2485;-0,047;-0,046;0;0,038;0;25;2225,1617;28,28119048;-16,51546059;103;0,0023;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:55:33;-0,056;2485;-0,048;-0,046;0;0,038;-0,0007;25;2225,1617;28,28119048;-16,51546059;125;0,0046;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:55:53;-0,057;2485;-0,049;-0,046;0;0,038;-0,0002;25;2225,1617;28,28119048;-16,51546059;145;0,0041;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:56:09;-0,059;2485;-0,051;-0,046;0;0,038;0;25;2225,1617;28,28119048;-16,51546059;161;0,0027;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:56:33;-0,061;2485;-0,053;-0,046;0;0,038;-0,0006;25;2225,1617;28,28119048;-16,51546059;185;0,0046;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:56:52;-0,062;2485;-0,054;-0,046;0;0,038;-0,0003;25;2225,1617;28,28119048;-16,51546059;204;0,0036;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:57:08;-0,063;2485;-0,055;-0,046;0;0,038;-0,0002;25;2225,1617;28,28119048;-16,51546059;220;0,0032;0;No notes.;3,086
FA04;pablo;B-28;2024/05/03;15:57:25;-0,063;2485;-0,054;-0,046;0;0,038;0,0001;25;2225,1617;28,28119048;-16,51546059;237;0,0027;0;No notes.;3,086
FA05;pablo;B-28;2024/05/03;16:09:35;-0,095;2485;-0,087;-0,045;0;0,038;0,0008;24,5;2225,3112;28,28120412;-16,51555056;110;0,0031;0;No notes.;3,086
FA05;pablo;B-28;2024/05/03;16:09:55;-0,098;2485;-0,091;-0,045;0;0,038;0,0011;24,5;2225,3112;28,28120412;-16,51555056;130;0,0069;0;No notes.;3,086
FA05;pablo;B-28;2024/05/03;16:10:17;-0,095;2485;-0,087;-0,045;0;0,038;-0,0006;24,5;2225,3112;28,28120412;-16,51555056;152;0,0036;0;No notes.;3,086
FA05;pablo;B-28;2024/05/03;16:10:49;-0,096;2485;-0,089;-0,045;0;0,038;0;24,5;2225,3112;28,28120412;-16,51555056;184;0,0029;0;No notes.;3,086
FA05;pablo;B-28;2024/05/03;16:11:06;-0,098;2485;-0,09;-0,045;0;0,038;0;24,5;2225,3112;28,28120412;-16,51555056;201;0,0024;0;No notes.;3,086
